TransactionID,Salesperson,State,Month,Type,Group,Part,Sales,Margin,Quantity
25,Antonius Lortz,,4/20/2020,Type A,Group 1,Part 3,$9427722.30,52.72,503
26,Anthiathia Colliar,,10/7/2020,Type B,Group 1,Part 3,$4485096.44,75.06,321
27,Ainslie Beniesh,Virginia,1/24/2020,Type A,Group 3,Part 1,$6696912.81,38.24,839
28,Danila Dunsmuir,,6/21/2020,Type B,Group 3,Part 3,$7484343.91,4.78,952
29,Elmo Corless,,11/6/2020,Type C,Group 3,Part 3,$1457521.16,33.58,910
30,Sol Seally,,1/1/2020,Type C,Group 2,Part 1,$3303094.49,30.57,606
31,Ella Lawlor,,7/5/2020,Type B,Group 2,Part 3,$1118569.80,41.59,708
32,Janeta Crafter,,11/3/2020,Type A,Group 2,Part 2,$4622954.24,46.42,783
33,Eleen Stark,Mississippi,8/12/2020,Type B,Group 3,Part 1,$9329374.18,13.77,697
34,Kristi Guerrier,,4/17/2020,Type C,Group 3,Part 1,$5809173.20,54.57,211
35,Mellisa Calbrathe,,5/13/2020,Type C,Group 1,Part 2,$9548129.49,61.65,229
36,Lovell Powers,,9/24/2020,Type A,Group 2,Part 2,$2455099.90,41.68,655
37,Stan Boolsen,,5/17/2020,Type A,Group 1,Part 2,$111506.00,45.68,439
38,Ernestus Manass,,3/17/2020,Type C,Group 3,Part 2,$521633.01,60.71,451
39,Aleta Filyakov,,12/14/2020,Type A,Group 2,Part 2,$9844577.09,34.05,888
40,Enrica Androletti,,7/27/2020,Type B,Group 3,Part 2,$2587377.61,26.27,885
41,Raquel Evenett,,2/14/2020,Type B,Group 3,Part 2,$6536863.06,25.59,800
42,Yuri Brogini,,5/22/2020,Type C,Group 3,Part 3,$9276150.09,0.24,623
43,Donalt Dole,,10/7/2020,Type A,Group 1,Part 3,$1857277.19,2.33,587
44,Delia Bollini,,4/16/2020,Type A,Group 1,Part 1,$978900.07,99.79,830
45,Rudie Brookwood,Region Hovedstaden,7/28/2020,Type B,Group 3,Part 2,$7365535.69,17.09,483
46,Casar Ebbage,,7/20/2020,Type C,Group 3,Part 1,$9203376.12,67.79,35
47,Kinny Truggian,,2/23/2020,Type C,Group 1,Part 1,$3125522.43,85.42,337
48,Tallie Cowans,,4/5/2020,Type B,Group 2,Part 1,$1590454.72,29.92,21
49,Donielle Hardacre,,4/5/2020,Type B,Group 3,Part 3,$5430813.48,41.6,889
50,Ailene Jedraszek,,8/19/2020,Type B,Group 1,Part 3,$4965824.57,13.98,531
51,Georgetta MacIver,,7/31/2020,Type B,Group 3,Part 3,$3755685.62,32.54,310
52,Anastasia Waadenburg,,6/30/2020,Type C,Group 3,Part 2,$7906423.46,60.88,200
53,Fletch Mabbs,,1/20/2020,Type B,Group 3,Part 2,$2701823.39,74.81,400
54,Jaquelyn Kaminski,,10/7/2020,Type A,Group 2,Part 3,$3537563.73,87.77,105
55,Chelsy Bolle,,10/6/2020,Type A,Group 1,Part 3,$6666889.28,91.5,858
56,Blinni Coytes,,4/25/2020,Type C,Group 2,Part 3,$7083065.01,91.45,198
57,Chelsie Quinnette,,10/29/2020,Type A,Group 3,Part 1,$5316249.95,62.87,705
58,Binni Glossop,,6/10/2020,Type B,Group 1,Part 1,$6521707.15,40.3,282
59,Almeda Wildblood,,10/1/2020,Type A,Group 1,Part 2,$6614233.74,55.3,782
60,Ashby Allingham,,7/1/2020,Type A,Group 3,Part 3,$3793333.95,7.92,61
61,Temple Ciccarello,,6/28/2020,Type B,Group 3,Part 3,$584903.35,77.51,477
62,Stephenie Yakob,,5/14/2020,Type A,Group 2,Part 1,$4097327.93,53.17,733
63,Guendolen Titlow,,2/26/2020,Type A,Group 2,Part 2,$272113.23,17.74,844
64,Tomlin Boddymead,,11/26/2020,Type B,Group 1,Part 1,$5349974.19,60.42,49
65,Randy Kealy,,4/6/2020,Type C,Group 1,Part 3,$2464381.43,12.09,913
66,Nady Timoney,,9/22/2020,Type A,Group 1,Part 1,$4143939.08,4.41,981
67,Lissa Swyer,Norrbotten,12/10/2020,Type B,Group 2,Part 1,$6129522.49,20.27,815
68,Heinrick Rust,,8/30/2020,Type B,Group 2,Part 2,$2039100.98,84.74,697
69,Trula Cowcha,,12/25/2020,Type B,Group 1,Part 1,$5617410.71,53.11,124
70,Angeline Allbut,,9/9/2020,Type B,Group 1,Part 3,$7780245.51,45.99,894
71,Dominga Rugieri,Georgia,4/20/2020,Type C,Group 1,Part 1,$9332735.48,2.41,895
72,Leonelle Hemerijk,,7/13/2020,Type C,Group 3,Part 3,$1790560.97,7.48,703
73,Gayelord Fardy,,1/4/2020,Type C,Group 1,Part 1,$4126953.94,51.18,657
74,Antonetta Halloway,,1/5/2020,Type A,Group 2,Part 3,$7117733.55,25.45,562
75,Tedd Simoes,,8/24/2020,Type B,Group 2,Part 2,$1759469.58,70.21,38
76,Eula Eade,,7/10/2020,Type C,Group 3,Part 3,$3446605.61,42.39,497
77,Una Wilderspoon,Jalisco,10/8/2020,Type C,Group 3,Part 3,$6292308.44,17.99,420
78,Cathe Slade,,12/21/2020,Type B,Group 1,Part 1,$5616271.37,6.87,986
79,Jackqueline Couttes,,11/27/2020,Type A,Group 2,Part 1,$2764364.97,96.46,367
80,Rachael Anfosso,,5/30/2020,Type A,Group 1,Part 1,$7733611.49,68.08,709
81,Neely De la Feld,Västra Götaland,6/8/2020,Type A,Group 3,Part 2,$3320741.76,60.3,541
82,Hernando Halward,,1/26/2020,Type A,Group 2,Part 2,$7485366.58,0.26,429
83,Christalle Gontier,,5/12/2020,Type A,Group 2,Part 2,$9865900.22,44.13,486
84,Noellyn McKleod,Bourgogne,8/23/2020,Type B,Group 3,Part 1,$3910945.24,78.58,699
85,Teodoro Fillimore,North Carolina,6/25/2020,Type B,Group 2,Part 3,$937898.44,23.21,81
86,Shelton Dahlgren,,9/7/2020,Type C,Group 3,Part 1,$7444083.66,37.11,665
87,Aurlie Tyres,,6/23/2020,Type B,Group 1,Part 2,$9590619.71,25.69,953
88,Hubert Brearley,Florida,5/18/2020,Type C,Group 1,Part 3,$4882540.86,93.84,771
89,Mame Pelzer,,5/16/2020,Type A,Group 1,Part 3,$3067367.26,58.86,863
90,Lacie Rozea,,11/15/2020,Type B,Group 3,Part 2,$9725017.41,32.31,848
91,Dre Seadon,,12/26/2020,Type A,Group 3,Part 3,$8500845.31,49.45,694
92,Robina Tosh,,1/7/2020,Type A,Group 1,Part 3,$5454398.52,65.68,848
93,Amandi Suttaby,,4/24/2020,Type A,Group 2,Part 3,$8227431.86,33.49,621
94,Viviana Cottom,,7/21/2020,Type A,Group 1,Part 3,$2827785.73,96.28,972
95,Dalenna Gosz,,9/23/2020,Type A,Group 2,Part 2,$1305923.29,87.23,625
96,Concordia Keegan,,11/17/2020,Type B,Group 3,Part 1,$2011091.87,81.57,425
97,Adeline Couch,,5/15/2020,Type C,Group 3,Part 2,$3174403.21,11.8,34
98,Melony Papaccio,,9/9/2020,Type A,Group 3,Part 2,$1353974.74,14.14,954
99,Amalea Whitley,,6/5/2020,Type A,Group 2,Part 2,$5329112.52,92.61,142
100,Tabby Bettington,,7/24/2020,Type A,Group 1,Part 1,$6695259.13,81.35,774
101,Ettore Backen,,3/12/2020,Type A,Group 3,Part 2,$847918.20,95.4,804
102,Gabriele Boreland,,2/3/2020,Type C,Group 1,Part 2,$1174326.03,89.96,307
103,Maximilian Carlsen,Île-de-France,10/16/2020,Type B,Group 3,Part 2,$899670.87,27.87,349
104,Tally Keir,,8/30/2020,Type A,Group 3,Part 1,$9953469.61,15.66,286
105,Rebe Western,,3/16/2020,Type B,Group 1,Part 3,$4228626.33,67.64,143
106,Charin Gillicuddy,,3/30/2020,Type B,Group 1,Part 3,$669117.10,46.79,922
107,Farand Stapleton,Newfoundland and Labrador,11/17/2020,Type C,Group 1,Part 2,$223324.52,48.65,472
108,Vittorio Peschet,,10/20/2020,Type A,Group 3,Part 2,$5625004.99,24.72,728
109,Madalyn Ausher,,3/17/2020,Type A,Group 1,Part 1,$461839.66,90.61,326
110,Lilia Towler,,9/6/2020,Type C,Group 1,Part 1,$9961200.24,53.09,333
111,Constantine Gavaghan,,3/25/2020,Type A,Group 3,Part 1,$2775475.20,81.73,864
112,Guthry Pippin,,12/17/2020,Type C,Group 1,Part 2,$9798099.78,9.53,196
113,Zebedee Letts,,2/18/2020,Type C,Group 1,Part 3,$5814295.62,8.78,514
114,Christophe Ouldcott,,2/3/2020,Type A,Group 1,Part 1,$7138579.88,40.3,677
115,Noni Bodham,,10/31/2020,Type C,Group 3,Part 3,$6647946.38,65.47,273
116,Amalee Giraudat,,3/30/2020,Type B,Group 1,Part 1,$1413618.83,69.36,950
117,Pru Kilbourn,,12/7/2020,Type A,Group 1,Part 1,$3853714.90,93.12,415
118,Shani Merrell,Provincie Noord-Brabant,2/22/2020,Type A,Group 2,Part 3,$9685207.01,81.77,92
119,Marie Roswarn,,4/29/2020,Type C,Group 1,Part 3,$2357345.76,94.27,871
120,Domingo Gioan,Nord-Pas-de-Calais,9/2/2020,Type A,Group 3,Part 2,$24530.30,75.09,294
121,Mara Giannini,,8/12/2020,Type A,Group 2,Part 2,$3329421.22,86.56,250
122,Franklin Tidball,,6/12/2020,Type B,Group 2,Part 2,$6865592.49,75.46,103
123,Brant Anan,,9/1/2020,Type B,Group 1,Part 1,$2736987.40,93.73,132
124,Karie Hundell,,4/30/2020,Type A,Group 3,Part 2,$5717707.51,77.2,374
125,Benedicta Zipsell,,7/28/2020,Type C,Group 3,Part 2,$6040486.94,95.45,237
126,Gregoire Rickets,Setúbal,6/23/2020,Type B,Group 1,Part 2,$7217610.23,85.11,106
127,Sid Brim,,10/12/2020,Type B,Group 3,Part 3,$8507518.65,63.06,703
128,Cosmo Siward,,5/5/2020,Type A,Group 3,Part 1,$9638469.36,51.05,917
129,Fernanda Gumey,England,3/31/2020,Type B,Group 1,Part 2,$2255226.79,70.67,704
130,Nollie Sieghard,,7/16/2020,Type C,Group 1,Part 2,$6723855.36,29.71,597
131,Yalonda Syseland,,10/29/2020,Type C,Group 2,Part 1,$7641334.59,17.49,880
132,Danila Sergean,,11/6/2020,Type B,Group 3,Part 3,$6056095.58,96.89,167
133,Benny Caygill,,2/6/2020,Type A,Group 2,Part 2,$919895.09,18.04,910
134,Wittie Esparza,,1/15/2020,Type B,Group 3,Part 1,$9089066.04,12.01,670
135,Sheila Chichgar,,3/16/2020,Type C,Group 1,Part 2,$3374682.53,91.87,200
136,Corie Baccus,,4/15/2020,Type C,Group 1,Part 2,$5912662.62,8.91,263
137,Dalli Pinder,,12/1/2020,Type A,Group 3,Part 3,$2216369.27,91.11,202
138,Carlie Trigwell,Chiapas,4/22/2020,Type C,Group 3,Part 1,$982356.04,12.92,989
139,Nial Tomaskunas,Selangor,3/14/2020,Type B,Group 1,Part 1,$1043620.05,37.43,185
140,Erny O' Byrne,,6/30/2020,Type A,Group 1,Part 3,$9077838.68,46.75,724
141,Kally Crosser,,4/16/2020,Type A,Group 2,Part 1,$7358361.91,24.51,860
142,Merrie Bennison,,8/21/2020,Type B,Group 3,Part 3,$2513721.57,36.4,459
143,Cynthia Meech,,2/17/2020,Type A,Group 2,Part 2,$1550513.30,80.02,0
144,Alix Baccup,,1/12/2020,Type B,Group 3,Part 1,$3472415.20,10.63,532
145,Trixie Keys,,9/2/2020,Type C,Group 2,Part 3,$5873984.92,96.68,73
146,Lindsey Gasparro,,9/30/2020,Type B,Group 2,Part 2,$9747244.01,4.79,604
147,Walton Darby,,11/5/2020,Type C,Group 1,Part 3,$1844965.07,24.63,829
148,Delly Goodswen,Örebro,1/16/2020,Type C,Group 2,Part 1,$3648484.57,30.73,181
149,Persis Hauxwell,,7/28/2020,Type C,Group 1,Part 2,$4793676.06,12.52,816
150,Susette Fontaine,,12/24/2020,Type B,Group 2,Part 3,$5360206.04,3.78,653
151,Darius Alywin,,11/26/2020,Type A,Group 3,Part 3,$5912777.91,84.05,784
152,Wanids Angless,,1/20/2020,Type A,Group 1,Part 2,$5032387.17,88.52,770
153,Collette Newbury,Gävleborg,9/2/2020,Type B,Group 1,Part 2,$9608559.17,6.78,31
154,Danny Mc-Kerley,,1/4/2020,Type A,Group 3,Part 1,$7576898.56,41.62,477
155,Anni Garbar,,3/16/2020,Type A,Group 1,Part 2,$1148449.13,85.77,499
156,Cecily McGougan,,12/7/2020,Type B,Group 3,Part 3,$3228938.63,45.2,306
157,Booth Franken,,4/5/2020,Type C,Group 2,Part 2,$2745775.38,15.66,742
158,Saraann Ricci,,9/18/2020,Type A,Group 3,Part 3,$4191323.37,41.03,455
159,Jennee Fortin,,12/11/2020,Type B,Group 2,Part 1,$1063235.05,34.07,976
160,Tiffi Hegdonne,,1/5/2020,Type A,Group 1,Part 1,$241561.40,59.36,263
161,Moira Spreckley,Porto,5/19/2020,Type C,Group 1,Part 2,$5216030.08,35.53,409
162,Boyce Nockalls,Stockholm,9/20/2020,Type B,Group 3,Part 3,$2180338.05,46.16,807
163,Dudley Seals,,5/3/2020,Type A,Group 1,Part 3,$3704569.76,78.85,855
164,Andriana Greatbanks,,7/26/2020,Type A,Group 3,Part 3,$2396416.79,63.36,349
165,Orazio O'Connolly,,11/18/2020,Type C,Group 2,Part 1,$3128832.21,41.29,217
166,Sophi Love,,6/27/2020,Type A,Group 2,Part 3,$8720970.63,88.85,504
167,Kordula Cornejo,,10/22/2020,Type C,Group 1,Part 2,$4124055.13,35.74,513
168,Arabel Rizzo,,4/27/2020,Type C,Group 3,Part 3,$4335846.29,72.72,550
169,Bernadene Edelheid,Lisboa,3/22/2020,Type C,Group 2,Part 1,$4784706.36,83.63,443
170,Robers Wile,,1/3/2020,Type B,Group 3,Part 1,$6454310.39,72.04,49
171,Idette Hatliff,,8/3/2020,Type B,Group 1,Part 1,$1562004.52,30.14,373
172,Jammie Vasiliu,,3/25/2020,Type A,Group 2,Part 1,$1762355.09,52.36,140
173,Elisabetta Meredyth,California,10/3/2020,Type C,Group 2,Part 3,$1828525.89,17.1,706
174,Pepito McCallam,,5/24/2020,Type A,Group 2,Part 1,$8984487.31,50.67,176
175,Markus Boothroyd,Jönköping,11/16/2020,Type B,Group 1,Part 2,$2891923.50,99.96,149
176,Katleen Pigne,,9/4/2020,Type B,Group 3,Part 1,$5337800.65,3.44,662
177,Yolande Hubbart,Lisboa,10/31/2020,Type A,Group 3,Part 2,$5979707.18,18.1,579
178,Jo-ann Lewsley,,1/2/2020,Type B,Group 3,Part 3,$4510708.84,35.51,21
179,Dorie Andresser,,5/3/2020,Type A,Group 3,Part 3,$1077688.83,39.96,899
180,Emmalynne Bree,,1/19/2020,Type C,Group 2,Part 3,$9296448.66,20.99,132
181,Arden O' Sullivan,,4/18/2020,Type A,Group 2,Part 3,$708427.17,53.46,892
182,Marty Newart,,8/23/2020,Type A,Group 2,Part 1,$3615752.35,34.27,266
183,Willi Durbann,,6/3/2020,Type C,Group 2,Part 3,$4716661.94,16.83,157
184,Doll Shovelin,,4/2/2020,Type C,Group 3,Part 3,$8876360.87,63.99,494
185,Kitti Howis,,8/23/2020,Type B,Group 3,Part 2,$4836624.54,69.46,814
186,Cordy Gilbride,,2/9/2020,Type B,Group 2,Part 2,$4842943.06,90.8,332
187,Leonora Dillimore,District of Columbia,4/15/2020,Type A,Group 3,Part 1,$1102539.90,29.69,706
188,Rici Whitaker,,4/1/2020,Type C,Group 3,Part 1,$8724377.09,70.65,151
189,Wileen Sallarie,,6/10/2020,Type C,Group 2,Part 1,$7282025.93,6.5,585
190,Mickie Aizkovitch,Alberta,9/8/2020,Type C,Group 2,Part 1,$3536786.97,22.09,897
191,Ursala Woodcroft,,10/18/2020,Type A,Group 2,Part 3,$3049540.82,79.92,314
192,Herrick Bunyard,Durango,1/30/2020,Type A,Group 3,Part 2,$582749.55,57.19,285
193,Mae Jado,,2/12/2020,Type B,Group 1,Part 2,$3631406.88,42.24,18
194,Dominique d'Escoffier,,11/28/2020,Type A,Group 1,Part 2,$9617599.49,86.2,913
195,Valdemar Edscer,,6/29/2020,Type C,Group 1,Part 2,$1290954.24,75.83,866
196,Whitney Durrett,,2/27/2020,Type B,Group 3,Part 1,$8459918.61,81.3,607
197,Bobbi Cardo,,5/5/2020,Type B,Group 2,Part 3,$6602672.82,69.93,720
198,Bobby Hanlon,,3/22/2020,Type B,Group 2,Part 1,$2992783.14,73.16,337
199,Pammy Yakushkin,New Brunswick,4/5/2020,Type C,Group 1,Part 1,$6888198.33,0.08,901
200,Gerhard Djokovic,,11/6/2020,Type B,Group 2,Part 2,$6960172.05,29.83,466
201,Monti Wedlake,,10/31/2020,Type B,Group 3,Part 2,$9776204.66,25.29,668
202,Shawn Challiss,Provincie Utrecht,2/24/2020,Type B,Group 1,Part 2,$6099154.43,93.16,398
203,Louise Danat,,1/18/2020,Type A,Group 1,Part 3,$3707903.94,68.38,527
204,Tabbie Breckin,,9/25/2020,Type A,Group 1,Part 2,$718780.35,7.92,791
205,Silvester Whorall,,4/27/2020,Type A,Group 3,Part 3,$2636459.81,93.92,197
206,Goldy D'Oyley,,12/15/2020,Type A,Group 2,Part 3,$642532.65,24.44,990
207,Rebecka Aries,,10/8/2020,Type B,Group 3,Part 3,$2293231.42,72.73,981
208,Russ Moff,,1/8/2020,Type C,Group 1,Part 2,$3127140.54,24.01,183
209,Clevey Percy,,2/6/2020,Type B,Group 2,Part 2,$3640884.79,25.91,851
210,Baudoin Dat,,3/4/2020,Type B,Group 3,Part 1,$9391518.13,65.11,175
211,Lorens Jane,,5/18/2020,Type B,Group 2,Part 2,$450609.53,45.34,458
212,Myrta Habbes,,5/15/2020,Type B,Group 1,Part 2,$64972.72,2.02,872
213,Malanie Kneeland,,4/23/2020,Type A,Group 2,Part 1,$1701534.29,73.12,821
214,Herb Fakeley,,7/16/2020,Type A,Group 2,Part 2,$4210087.94,51.34,452
215,Layney Benjefield,,1/7/2020,Type C,Group 2,Part 2,$1189908.93,27.84,298
216,Zonnya George,,5/19/2020,Type A,Group 2,Part 2,$3199205.46,19.68,166
217,Rahel Sarsfield,,4/7/2020,Type A,Group 1,Part 2,$7439411.40,33.23,730
218,Etienne Petrulis,,1/18/2020,Type C,Group 3,Part 3,$9773153.11,35.53,513
219,Iormina Salters,,5/24/2020,Type A,Group 3,Part 2,$4274211.67,12.62,562
220,Gina Housiaux,Île-de-France,12/4/2020,Type B,Group 3,Part 1,$8104136.36,87.84,611
221,Agnes Applewhaite,,7/6/2020,Type B,Group 3,Part 2,$8412440.48,7.7,585
222,Greggory Cammiemile,,1/10/2020,Type A,Group 2,Part 2,$8498589.66,6.99,675
223,Donnie Biner,,12/29/2020,Type B,Group 3,Part 1,$2549253.97,97.5,617
224,Edy Viner,,6/5/2020,Type A,Group 1,Part 3,$1777812.59,7.32,534
225,Bev Saenz,,7/7/2020,Type A,Group 1,Part 3,$5952804.67,24.16,218
226,Cob Uttermare,,2/15/2020,Type A,Group 3,Part 1,$5310983.42,44.19,520
227,Ondrea Bidwell,Rhône-Alpes,5/5/2020,Type A,Group 2,Part 2,$7142252.16,10.66,681
228,Rosella Roby,,10/2/2020,Type C,Group 3,Part 1,$5557503.76,50.45,895
229,Cherida Jerche,Franche-Comté,7/12/2020,Type B,Group 3,Part 1,$8522915.71,53.32,948
230,Egor Troker,,7/20/2020,Type C,Group 2,Part 2,$5562909.94,42.97,592
231,Clywd Vannuchi,,7/21/2020,Type B,Group 3,Part 3,$2322966.38,9.72,682
232,Renie Lucius,,12/15/2020,Type B,Group 3,Part 2,$6915495.29,92.63,80
233,Nicko Rosenwasser,,4/9/2020,Type C,Group 3,Part 1,$5597804.87,45.6,958
234,Cobb Stronack,,4/4/2020,Type C,Group 1,Part 3,$9201661.80,18.5,149
235,Jami Antic,,11/5/2020,Type C,Group 2,Part 3,$7125328.65,43.29,49
236,Titos Chaloner,,7/10/2020,Type C,Group 3,Part 2,$9253726.95,62.32,372
237,Ted Rickaby,,11/18/2020,Type A,Group 3,Part 2,$4624240.70,72.0,662
238,Dermot Vitet,,8/4/2020,Type A,Group 3,Part 1,$8396484.62,49.82,910
239,Elbertine Calderwood,Nord-Pas-de-Calais,10/21/2020,Type C,Group 2,Part 1,$9717799.44,45.5,195
240,Wren Eagleton,,12/14/2020,Type B,Group 3,Part 3,$6192925.06,45.0,379
241,Aviva Fforde,,11/18/2020,Type A,Group 2,Part 1,$6357601.85,76.03,478
242,Ulrich Bliven,,7/29/2020,Type C,Group 3,Part 1,$5677192.32,98.55,142
243,Glyn Windaybank,,1/6/2020,Type C,Group 2,Part 3,$1591870.85,45.54,554
244,Zsa zsa Swanbourne,,4/12/2020,Type C,Group 2,Part 3,$5392889.04,85.78,223
245,Amity Haighton,,5/4/2020,Type B,Group 1,Part 3,$9455564.68,35.49,637
246,Chet Broy,,4/1/2020,Type B,Group 2,Part 3,$7552536.08,63.67,340
247,Annelise Farthing,,6/30/2020,Type B,Group 3,Part 2,$7145713.15,8.17,927
248,Halsey Harling,,10/3/2020,Type A,Group 3,Part 3,$5976402.58,30.84,652
249,Holli Smedmoor,,5/15/2020,Type B,Group 3,Part 2,$4178542.30,37.74,16
250,Sileas Kaesmans,,1/4/2020,Type C,Group 2,Part 1,$7569280.75,42.39,336
251,Harmonia Derry,,12/28/2020,Type A,Group 1,Part 1,$3319291.47,53.76,375
252,Marcel Peatt,,10/16/2020,Type A,Group 1,Part 2,$9526951.52,77.95,71
253,Vittoria Cortes,,6/5/2020,Type B,Group 2,Part 3,$7428062.76,62.58,633
254,Tedra Coite,Centre,4/1/2020,Type A,Group 1,Part 1,$6129128.74,8.56,371
255,Tate Bamblett,,2/3/2020,Type A,Group 2,Part 3,$2657291.89,78.08,194
256,Muriel Saddleton,,6/20/2020,Type B,Group 2,Part 3,$4384173.76,93.39,103
257,Ossie Lindberg,,3/21/2020,Type C,Group 2,Part 2,$5042727.53,61.73,850
258,Brandy Wyness,,5/2/2020,Type A,Group 1,Part 2,$8080064.29,81.77,728
259,Sydney Mearns,,3/7/2020,Type C,Group 1,Part 3,$5911661.11,50.78,275
260,Faustine Curror,,10/1/2020,Type B,Group 1,Part 2,$3097626.13,88.9,42
261,Sharia Kidds,,4/18/2020,Type A,Group 3,Part 2,$9840660.12,78.43,323
262,Gavra Devennie,,7/21/2020,Type A,Group 2,Part 1,$1473442.08,82.43,922
263,Rhea Croughan,,3/8/2020,Type C,Group 2,Part 2,$7431087.13,79.03,587
264,Randie Threadgill,Stockholm,7/3/2020,Type C,Group 1,Part 1,$3470714.97,80.13,980
265,Alfredo Kardos-Stowe,,9/8/2020,Type A,Group 1,Part 3,$2351097.22,56.08,29
266,Philomena Hair,,9/10/2020,Type A,Group 3,Part 3,$5068298.93,9.74,172
267,Fallon Brophy,Rhône-Alpes,8/28/2020,Type C,Group 2,Part 1,$6096256.23,19.21,226
268,Walsh Ninnis,,6/6/2020,Type B,Group 1,Part 3,$8031482.36,97.97,138
269,Wit Fairpo,,6/1/2020,Type C,Group 2,Part 1,$1836325.07,28.7,421
270,Holt Pyecroft,,9/16/2020,Type C,Group 3,Part 1,$2853365.93,93.73,91
271,Carine Larvor,,5/7/2020,Type C,Group 2,Part 3,$5555081.25,52.98,732
272,Lidia Cato,,8/18/2020,Type B,Group 3,Part 3,$7472378.18,47.07,902
273,Alexio Biggs,,5/22/2020,Type C,Group 2,Part 2,$6184044.92,97.82,369
274,Helenka Guilford,Ilha de São Miguel,10/11/2020,Type A,Group 2,Part 1,$6994134.07,50.71,7
275,Nadia Raulin,,9/6/2020,Type B,Group 2,Part 2,$7172139.50,74.68,372
276,Staford Cridge,,7/29/2020,Type A,Group 3,Part 1,$3994130.61,66.72,199
277,Gwendolin Bickley,Saskatchewan,5/26/2020,Type A,Group 2,Part 2,$7984834.57,63.78,736
278,Jenna Maskill,,6/14/2020,Type B,Group 3,Part 2,$2074067.61,14.69,470
279,Ranee Walstow,,9/5/2020,Type A,Group 3,Part 3,$3573616.26,33.16,614
280,Alix Allward,Nord-Pas-de-Calais,9/23/2020,Type B,Group 2,Part 1,$6311664.58,47.62,585
281,Mathian Gaffney,,2/19/2020,Type A,Group 1,Part 2,$2760903.07,95.92,259
282,Kiel Aloway,Porto,12/18/2020,Type B,Group 1,Part 3,$7169667.68,55.42,245
283,Kellen Castagne,,8/16/2020,Type C,Group 1,Part 1,$2385558.17,71.86,6
284,Jillie Guinane,Västra Götaland,8/14/2020,Type C,Group 3,Part 2,$5341709.42,15.72,195
285,Dionis Solloway,,10/19/2020,Type C,Group 1,Part 1,$3920597.77,30.68,424
286,Kimball Swift,,1/24/2020,Type C,Group 2,Part 1,$5941953.43,60.5,351
287,Bailey Gresswood,,11/28/2020,Type C,Group 3,Part 2,$466283.33,25.33,590
288,Doralin Bromige,,8/3/2020,Type B,Group 2,Part 3,$5679135.71,25.8,683
289,Ellynn Bentje,,10/24/2020,Type C,Group 2,Part 1,$9658552.97,92.08,335
290,Emmie Lukianovich,,6/19/2020,Type C,Group 2,Part 1,$5445592.34,23.31,383
291,Cristen Deignan,,3/22/2020,Type C,Group 2,Part 2,$6975171.56,74.95,527
292,Sandi Frede,,2/9/2020,Type A,Group 2,Part 2,$4666482.87,13.13,70
293,Roobbie Kincla,,3/21/2020,Type C,Group 1,Part 2,$8594099.83,17.99,750
294,Marleah Veel,,5/16/2020,Type A,Group 3,Part 1,$2340479.56,92.6,284
295,Vyky Bromige,,3/11/2020,Type C,Group 3,Part 1,$9276387.71,90.52,495
