employee_id,first_name,last_name,age,email,country,postal_code,favorite_color,job_title,salary,hire_date,department,manager_id,years_of_experience,performance_rating
59,Dwight,Christy,67,dchristy1m@blogtalkradio.com,Brazil,58000-000,blue,Professor,784770.41,11/8/2020,HR,59,3.0,4
60,Katine,Castan,84,kcastan1n@umich.edu,Bahamas,,red,Sales Representative,388953.04,11/13/2005,Sales,60,47.7,2
61,Cary,Jocic,30,cjocic1o@xing.com,Peru,,green,Recruiter,67909.34,12/11/2015,HR,61,8.5,1
62,Dunstan,Huniwall,37,dhuniwall1p@foxnews.com,Portugal,4495-155,red,Quality Control Specialist,678236.63,1/25/2020,Marketing,62,16.5,3
63,Bradan,Covolini,30,bcovolini1q@whitehouse.gov,China,,green,Software Test Engineer III,458283.23,8/6/2004,Sales,63,9.4,5
64,Daryl,Descroix,42,ddescroix1r@whitehouse.gov,Portugal,4520-162,blue,Occupational Therapist,7319.33,1/30/2009,Marketing,64,19.8,1
65,Ephrem,Epelett,27,eepelett1s@mtv.com,China,,blue,Librarian,882792.03,9/16/2002,Finance,65,12.0,3
66,Muffin,Gooderson,81,mgooderson1t@cargocollective.com,Russia,422343,red,Account Executive,667745.75,6/24/2007,Marketing,66,1.9,1
67,Edi,Knapp,65,eknapp1u@ted.com,China,,green,Assistant Manager,535985.69,3/15/2014,Sales,67,44.2,4
68,Patrizio,Gorgl,66,pgorgl1v@yellowbook.com,Colombia,731568,green,Marketing Manager,157102.65,1/5/2014,Sales,68,47.3,2
69,Hamlen,Ripping,43,hripping1w@utexas.edu,Italy,65129,blue,Assistant Professor,799478.7,7/22/2016,HR,69,18.4,1
70,Jacqueline,Janowski,56,jjanowski1x@ustream.tv,Philippines,5024,blue,Structural Analysis Engineer,81555.78,7/27/2015,Sales,70,32.9,1
71,Kettie,Gimenez,76,kgimenez1y@eepurl.com,China,,green,Tax Accountant,286840.19,2/6/2010,Sales,71,43.4,1
72,Ulysses,Littlepage,58,ulittlepage1z@newsvine.com,Malaysia,30554,green,Professor,574686.85,11/20/2021,IT,72,3.2,2
73,Jory,Sutton,60,jsutton20@marketwatch.com,China,,green,Nuclear Power Engineer,148319.71,8/16/2012,Sales,73,2.0,4
74,Nico,Schwander,24,nschwander21@timesonline.co.uk,China,,red,Administrative Officer,558969.32,4/8/2003,Finance,74,39.1,2
75,Cullen,Dunridge,19,cdunridge22@cbsnews.com,Brazil,99400-000,blue,Clinical Specialist,65078.92,7/10/2013,HR,75,31.9,2
76,Liz,Wooldridge,63,lwooldridge23@google.cn,Japan,961-0406,red,Internal Auditor,687084.59,9/23/2011,IT,76,7.2,3
77,Darcy,Crocetti,47,dcrocetti24@ox.ac.uk,China,,green,Executive Secretary,26123.41,5/23/2000,HR,77,45.2,5
78,Murdock,Bohling,60,mbohling25@prweb.com,China,,red,Director of Sales,719657.08,2/12/2022,IT,78,21.4,5
79,Charlean,Ventum,33,cventum26@exblog.jp,Japan,956-0123,red,Computer Systems Analyst I,620766.26,1/12/2008,Marketing,79,0.4,4
80,Annelise,Batistelli,67,abatistelli27@bbb.org,Indonesia,,red,Systems Administrator I,456789.51,11/16/2003,Sales,80,47.2,3
81,Wilt,Dowzell,33,wdowzell28@google.com,Lithuania,81001,blue,Compensation Analyst,527528.72,6/26/2009,Finance,81,7.2,2
82,Leo,Lanfranconi,53,llanfranconi29@boston.com,France,13327 CEDEX 15,green,Human Resources Assistant II,297023.45,9/12/2007,Sales,82,35.4,1
83,Jenda,Lamort,65,jlamort2a@google.com,China,,red,Senior Developer,152873.55,3/8/2009,IT,83,44.7,1
84,Sheilah,McDonough,22,smcdonough2b@storify.com,Indonesia,,red,Nurse,990267.93,7/10/2016,Sales,84,46.5,5
85,Germaine,Sarten,85,gsarten2c@vimeo.com,Serbia,,green,Financial Advisor,963343.61,6/7/2015,IT,85,8.1,2
86,Wilhelmina,Pinxton,26,wpinxton2d@toplist.cz,Russia,666395,red,Technical Writer,74394.27,6/4/2005,HR,86,41.4,5
87,Joella,Neligan,78,jneligan2e@craigslist.org,Czech Republic,763 33,blue,Senior Sales Associate,344151.94,11/15/2005,Marketing,87,27.4,5
88,Shanan,Postans,31,spostans2f@army.mil,Ukraine,,red,Recruiting Manager,921880.66,3/22/2013,Finance,88,33.4,3
89,Thatcher,Lukes,53,tlukes2g@sbwire.com,Denmark,1876,red,Operator,734867.9,12/13/2008,Finance,89,6.3,3
90,Garald,Savill,42,gsavill2h@pagesperso-orange.fr,Portugal,2705-126,green,Information Systems Manager,120549.74,10/26/2010,Marketing,90,31.8,4
91,Rasia,Lapworth,56,rlapworth2i@cbsnews.com,France,22091 CEDEX 9,red,VP Sales,184473.99,1/13/2010,Sales,91,30.4,3
92,Larissa,Swendell,39,lswendell2j@pen.io,Russia,368117,red,Mechanical Systems Engineer,92646.2,11/9/2010,Marketing,92,29.8,4
93,Gray,Kynge,44,gkynge2k@miibeian.gov.cn,China,,green,Software Engineer I,448386.61,1/11/2004,HR,93,19.8,1
94,Silvio,Grandham,45,sgrandham2l@msn.com,Russia,641730,blue,Geologist I,505651.71,10/28/2003,IT,94,46.5,4
95,Reggie,Philippou,22,rphilippou2m@trellian.com,Canada,S7W,red,Business Systems Development Analyst,716011.89,4/28/2001,HR,95,33.0,5
96,Joycelin,Ridgway,32,jridgway2n@hostgator.com,Russia,613594,green,Help Desk Operator,286637.59,11/17/2020,Sales,96,42.4,3
97,Beverlie,Gluyas,74,bgluyas2o@cnn.com,Brazil,59347-000,blue,Speech Pathologist,372576.43,5/27/2013,Finance,97,41.5,5
98,Carver,Lant,76,clant2p@shareasale.com,Peru,,blue,Chemical Engineer,349110.48,3/21/2017,IT,98,0.4,3
99,Saloma,Shalliker,66,sshalliker2q@canalblog.com,Philippines,8000,blue,Legal Assistant,96828.44,7/29/2018,IT,99,37.8,1
100,Jacqui,Kobes,60,jkobes2r@blinklist.com,China,,green,Recruiting Manager,564729.52,4/5/2002,Marketing,100,33.8,4
101,Marla,Revie,25,mrevie2s@wiley.com,Portugal,4980-681,green,Office Assistant II,818840.84,4/19/2022,IT,101,21.8,2
102,Benn,Chiplin,52,bchiplin2t@chron.com,Belgium,6042,blue,Assistant Professor,717005.42,2/1/2020,Sales,102,11.5,3
103,Peri,Pickerin,59,ppickerin2u@bigcartel.com,China,,green,Sales Associate,442550.1,1/11/2019,Marketing,103,6.4,3
104,Corry,Howsley,69,chowsley2v@skyrock.com,Colombia,950009,red,Structural Analysis Engineer,307451.98,10/11/2014,IT,104,30.4,4
105,Jonie,Tupman,74,jtupman2w@stanford.edu,Mexico,54783,blue,Software Test Engineer IV,563453.0,4/13/2010,IT,105,16.5,1
106,Benedikt,Tedman,85,btedman2x@boston.com,China,,blue,Marketing Assistant,888431.64,10/22/2014,HR,106,43.7,5
107,Jarret,Francesc,76,jfrancesc2y@printfriendly.com,Indonesia,,blue,Chief Design Engineer,429129.86,1/26/2016,Marketing,107,49.7,3
108,Rolf,Hexam,67,rhexam2z@senate.gov,Japan,340-0113,blue,Developer III,748322.46,7/14/2008,HR,108,43.5,4
109,Haydon,Ovey,30,hovey30@weibo.com,Ukraine,,green,Paralegal,719789.88,10/22/2004,HR,109,33.6,5
110,Iorgos,Gipson,81,igipson31@plala.or.jp,Mexico,87076,red,Executive Secretary,933397.44,6/30/2019,Sales,110,24.3,5
111,Smith,Grene,32,sgrene32@cargocollective.com,Republic of the Congo,,blue,Human Resources Manager,648617.67,2/14/2019,Finance,111,37.2,5
112,Hali,Souster,79,hsouster33@blogs.com,Philippines,8711,green,Nurse Practicioner,737768.5,4/2/2019,Sales,112,13.2,5
113,Ali,Alliot,67,aalliot34@slate.com,China,,blue,Payment Adjustment Coordinator,102492.08,1/5/2019,Marketing,113,19.1,1
114,Jackie,Mounter,22,jmounter35@wordpress.org,Philippines,2622,red,Executive Secretary,45935.19,1/2/2015,Finance,114,4.7,5
115,Adela,Pachta,83,apachta36@photobucket.com,Afghanistan,,green,Accounting Assistant IV,246422.21,3/5/2008,Sales,115,11.5,3
116,Isabel,Manchester,22,imanchester37@surveymonkey.com,Brazil,36500-000,blue,Engineer III,20269.32,6/23/2002,Sales,116,36.7,5
117,Gray,Pavlovsky,55,gpavlovsky38@people.com.cn,China,,green,Safety Technician I,769980.26,1/28/2015,Finance,117,7.6,3
118,Kaja,Thomassen,60,kthomassen39@jiathis.com,China,,red,Budget/Accounting Analyst II,411328.12,9/15/2020,Finance,118,18.3,1
119,Gage,Ollin,47,gollin3a@narod.ru,Indonesia,,green,Web Developer IV,232057.05,6/11/2006,HR,119,21.6,3
120,Sophey,Lace,64,slace3b@upenn.edu,Poland,37-470,green,Administrative Officer,719665.76,4/26/2005,Marketing,120,33.5,3
121,Magnum,Lyddiatt,72,mlyddiatt3c@hc360.com,Portugal,3400-009,green,Staff Accountant III,854915.73,1/27/2016,HR,121,9.5,4
122,Giulia,Ortelt,35,gortelt3d@trellian.com,China,,blue,Electrical Engineer,925737.57,12/21/2018,IT,122,37.3,4
123,Nealson,Aldin,29,naldin3e@tumblr.com,Palestinian Territory,,red,VP Marketing,634220.06,6/25/2005,IT,123,10.8,5
124,Elsinore,Lorroway,67,elorroway3f@facebook.com,Indonesia,,green,Operator,507531.37,4/5/2007,Marketing,124,2.9,4
125,Noelle,Balstone,58,nbalstone3g@usnews.com,Japan,949-1742,red,Assistant Professor,148871.73,4/29/2019,HR,125,39.6,1
126,Lucien,McGinly,66,lmcginly3h@smugmug.com,Colombia,684009,blue,Payment Adjustment Coordinator,627581.85,2/24/2020,Marketing,126,26.7,3
127,Virgina,Luetchford,27,vluetchford3i@smh.com.au,Czech Republic,330 12,blue,Software Engineer II,600628.85,7/11/2016,Marketing,127,17.6,4
128,Nicolais,Fischer,27,nfischer3j@bbb.org,Thailand,20150,green,Geological Engineer,757113.69,9/9/2010,Marketing,128,1.3,4
129,Bettina,Toseland,66,btoseland3k@furl.net,Georgia,,red,Human Resources Manager,448558.03,1/19/2007,Finance,129,47.2,4
130,Gottfried,Ausello,64,gausello3l@businesswire.com,Czech Republic,463 46,blue,Chief Design Engineer,956276.87,11/20/2019,Finance,130,30.4,3
131,Doll,Revan,64,drevan3m@163.com,Canada,J5A,red,Analyst Programmer,396290.22,11/12/2013,Finance,131,6.0,3
132,Eal,Stronach,50,estronach3n@google.com.br,Russia,674100,blue,Account Executive,171284.19,11/9/2007,IT,132,2.1,4
133,Sherye,Coltart,38,scoltart3o@nbcnews.com,Serbia,,green,Assistant Professor,227589.58,11/24/2002,Finance,133,22.2,2
134,Guglielmo,Beaby,35,gbeaby3p@homestead.com,Indonesia,,red,Environmental Tech,437345.0,12/22/2020,Finance,134,34.4,1
135,Rafaelia,Hanes,45,rhanes3q@over-blog.com,Czech Republic,285 71,blue,Biostatistician II,708424.19,4/8/2008,Marketing,135,6.8,5
136,Weber,Kloss,34,wkloss3r@blogtalkradio.com,Indonesia,,red,Senior Cost Accountant,892545.81,12/13/2022,Finance,136,34.5,1
137,Grete,De Laspee,57,gdelaspee3s@google.ru,Slovenia,4290,red,Staff Accountant IV,833541.92,12/25/2020,Marketing,137,24.1,3
138,Ada,Braikenridge,51,abraikenridge3t@blogspot.com,China,,blue,Chief Design Engineer,885565.73,10/7/2006,Finance,138,19.3,3
139,Kylen,Chalder,23,kchalder3u@arstechnica.com,Democratic Republic of the Congo,,green,Business Systems Development Analyst,986591.6,11/17/2007,IT,139,38.0,1
140,Berte,Yallop,48,byallop3v@privacy.gov.au,China,,green,Professor,392006.07,12/18/2012,Marketing,140,24.7,1
141,Colly,MacNeice,81,cmacneice3w@lycos.com,Finland,39501,green,Software Consultant,785466.58,1/17/2002,Marketing,141,29.2,1
142,Gilberte,Salvadori,43,gsalvadori3x@soup.io,Czech Republic,252 67,green,Tax Accountant,35979.5,5/23/2014,Sales,142,29.1,2
143,Hercules,Baterip,40,hbaterip3y@bing.com,China,,green,Quality Control Specialist,832217.76,7/31/2016,Sales,143,31.6,3
144,Dede,Grief,74,dgrief3z@google.es,Indonesia,,red,Physical Therapy Assistant,138753.46,3/12/2004,Sales,144,37.7,4
145,Rickie,Bayston,35,rbayston40@bluehost.com,Greece,,green,Chemical Engineer,42604.88,5/21/2018,Finance,145,27.6,4
146,Lockwood,Buchanan,67,lbuchanan41@arstechnica.com,Bulgaria,5840,blue,Compensation Analyst,743258.25,5/10/2009,HR,146,33.4,5
147,Willow,Flori,28,wflori42@china.com.cn,Denmark,1370,red,Automation Specialist III,673053.74,6/3/2009,HR,147,13.8,2
148,Westbrook,Grason,81,wgrason43@ucoz.ru,Poland,32-437,blue,Research Associate,694993.13,4/14/2010,Finance,148,32.3,1
149,Gilemette,Monelle,40,gmonelle44@hugedomains.com,China,,green,Assistant Media Planner,336671.53,1/15/2004,HR,149,49.1,1
150,Silvano,Neaverson,32,sneaverson45@sbwire.com,Brazil,13295-000,blue,Paralegal,434617.13,11/26/2010,Finance,150,0.6,2
151,Ulrich,Stockdale,76,ustockdale46@google.de,Belarus,,blue,Recruiter,690616.8,7/31/2016,Marketing,151,43.3,2
152,Gusti,Nutley,77,gnutley47@google.es,Latvia,,blue,Senior Developer,257313.48,12/21/2012,Marketing,152,19.3,3
153,Tymothy,Sharples,64,tsharples48@hp.com,Belarus,,blue,Chief Design Engineer,291715.6,12/5/2014,Sales,153,39.6,1
154,Ariel,Yearby,59,ayearby49@naver.com,Brazil,76105-000,green,Desktop Support Technician,37745.15,4/17/2019,Marketing,154,1.5,3
155,Gates,Hynde,23,ghynde4a@linkedin.com,Malaysia,93916,green,Safety Technician IV,17125.34,5/28/2021,Marketing,155,23.9,5
156,Herculie,Pauel,44,hpauel4b@networksolutions.com,Philippines,1018,blue,Administrative Assistant IV,677296.49,4/27/2005,Finance,156,42.9,1
157,Nobie,Overal,20,noveral4c@nasa.gov,Indonesia,,green,GIS Technical Architect,180185.85,7/7/2018,Sales,157,46.3,3
158,Alysia,Sherrum,57,asherrum4d@sitemeter.com,China,,red,Tax Accountant,234373.15,2/23/2022,Sales,158,19.0,4
159,Vi,Cruxton,51,vcruxton4e@berkeley.edu,China,,green,Safety Technician IV,726074.66,2/6/2018,Marketing,159,29.1,4
160,Joel,Wahner,67,jwahner4f@surveymonkey.com,Russia,391133,blue,Staff Scientist,73275.18,3/22/2018,HR,160,27.7,5
161,Lilah,Ricca,40,lricca4g@macromedia.com,United States,34981,blue,Community Outreach Specialist,733146.47,8/15/2012,Marketing,161,38.0,1
162,Kelley,Tanti,63,ktanti4h@si.edu,Russia,186326,blue,VP Accounting,829356.43,11/8/2019,Sales,162,2.5,1
163,Pia,Carmody,28,pcarmody4i@amazon.com,Russia,238402,red,Food Chemist,531143.21,7/7/2006,HR,163,25.0,5
164,Winfield,Ricket,27,wricket4j@techcrunch.com,Philippines,4405,green,Quality Control Specialist,821753.19,8/30/2010,Sales,164,16.8,1
165,Hugibert,Sallnow,19,hsallnow4k@hp.com,Azerbaijan,,red,Dental Hygienist,4584.92,6/12/2018,Marketing,165,2.6,3
166,Pansie,Scrivner,27,pscrivner4l@tinypic.com,Czech Republic,690 02,green,Financial Advisor,68294.65,3/11/2009,Finance,166,42.5,2
167,Cristin,Sievewright,77,csievewright4m@hud.gov,Russia,433532,red,Systems Administrator II,757309.8,4/18/2016,Marketing,167,32.7,3
168,Terrill,Aimson,54,taimson4n@linkedin.com,China,,red,Human Resources Manager,788298.42,9/23/2007,Finance,168,22.9,1
169,Trudey,Banstead,22,tbanstead4o@state.tx.us,Mexico,95600,blue,Senior Financial Analyst,188951.46,8/29/2006,IT,169,40.3,3
170,Shepard,Bastick,50,sbastick4p@boston.com,China,,red,Professor,444816.63,7/19/2012,HR,170,3.5,4
171,Aimil,Charrisson,57,acharrisson4q@vinaora.com,France,93584 CEDEX,blue,Analyst Programmer,317690.03,11/3/2006,Sales,171,43.5,4
172,Susi,Dumphries,61,sdumphries4r@economist.com,United States,45208,blue,Nurse Practicioner,821897.94,12/11/2014,HR,172,17.6,4
173,Evanne,Donnellan,53,edonnellan4s@lulu.com,Poland,59-706,blue,Nurse,425578.29,2/2/2012,Finance,173,17.3,1
174,Tara,Selby,37,tselby4t@livejournal.com,Indonesia,,green,Financial Analyst,525715.93,5/3/2000,HR,174,38.3,5
175,Glynda,Greaterex,70,ggreaterex4u@clickbank.net,Russia,396180,green,Web Developer I,312639.19,9/12/2021,Marketing,175,7.3,4
176,Aluino,Christer,46,achrister4v@edublogs.org,China,,blue,Staff Accountant IV,616164.16,2/18/2004,HR,176,30.1,3
177,Brock,Mushett,80,bmushett4w@squarespace.com,Ukraine,,blue,Editor,75985.05,11/17/2000,IT,177,30.0,5
178,Willdon,Denisovich,64,wdenisovich4x@microsoft.com,China,,green,Web Designer I,843170.33,8/30/2020,HR,178,33.1,3
179,Johny,Monks,36,jmonks4y@squidoo.com,Russia,690880,blue,Senior Editor,977166.87,12/29/2022,Finance,179,16.4,5
180,Durand,Brosel,42,dbrosel4z@tinyurl.com,China,,green,Office Assistant III,900569.26,10/19/2003,HR,180,46.2,2
181,Nellie,Drewett,72,ndrewett50@noaa.gov,Mexico,48966,red,Civil Engineer,7699.53,7/3/2008,Marketing,181,34.9,3
182,Kendra,Yanne,52,kyanne51@time.com,Russia,456918,green,Automation Specialist II,215020.06,12/8/2017,HR,182,40.1,5
183,Chrystal,Klimkovich,77,cklimkovich52@dyndns.org,Peru,,blue,Engineer III,836600.59,2/28/2014,IT,183,38.7,3
184,Bendick,Costall,73,bcostall53@usnews.com,Iran,,blue,Senior Quality Engineer,448137.97,12/8/2007,IT,184,13.4,2
185,Dael,Bradbeer,59,dbradbeer54@yellowbook.com,Iran,,blue,Librarian,989193.06,11/8/2019,Sales,185,11.0,3
186,Kyla,Jiruch,83,kjiruch55@miibeian.gov.cn,Venezuela,,green,Research Nurse,886144.29,5/19/2008,Marketing,186,20.9,1
187,Lauraine,Dyka,80,ldyka56@si.edu,China,,blue,Compensation Analyst,949531.27,6/26/2018,Sales,187,30.5,5
188,Alie,Olufsen,41,aolufsen57@tumblr.com,China,,green,Chemical Engineer,872060.72,4/21/2011,Finance,188,18.8,2
189,Rosaline,Cusworth,48,rcusworth58@tamu.edu,Indonesia,,red,Food Chemist,290034.78,3/24/2016,HR,189,24.3,2
190,Bianka,Brasener,39,bbrasener59@sakura.ne.jp,China,,green,Analog Circuit Design manager,182486.01,11/16/2022,Finance,190,38.1,1
191,Diane,Duiguid,67,dduiguid5a@apple.com,Argentina,4600,blue,Programmer Analyst III,818571.3,1/12/2014,Sales,191,13.7,5
192,Sukey,Pett,84,spett5b@webs.com,France,59002 CEDEX,green,Quality Control Specialist,593077.52,9/30/2011,Marketing,192,25.6,5
193,Chevy,Siggs,67,csiggs5c@taobao.com,China,,green,Office Assistant IV,490518.48,4/9/2000,IT,193,0.9,1
194,Andy,Feifer,84,afeifer5d@europa.eu,Russia,442780,red,Engineer III,34724.3,11/24/2021,Sales,194,6.1,4
195,Carmelia,Phil,79,cphil5e@ycombinator.com,China,,red,Information Systems Manager,905045.86,1/16/2003,Marketing,195,48.7,1
196,Franklyn,Scotts,19,fscotts5f@imgur.com,Burkina Faso,,red,Technical Writer,273672.91,3/19/2011,HR,196,31.6,2
197,Anjela,Fergyson,77,afergyson5g@g.co,Brazil,23970-000,green,Physical Therapy Assistant,423488.74,10/29/2007,Marketing,197,38.3,2
198,Kamilah,Grayland,19,kgrayland5h@w3.org,Indonesia,,blue,Graphic Designer,236774.38,3/13/2001,Marketing,198,12.6,5
199,Aguste,Manthorpe,63,amanthorpe5i@multiply.com,Poland,55-042,red,Executive Secretary,322923.32,2/1/2005,Marketing,199,10.7,5
