employee_id,first_name,last_name,age,email,country,postal_code,favorite_color,job_title,salary,hire_date,department,manager_id,years_of_experience,performance_rating
57,Gale,Catonne,27,gcatonne1k@walmart.com,China,,green,Associate Professor,648425.67,3/19/2007,IT,57,5.2,2
58,Ky,Dumphy,21,kdumphy1l@washingtonpost.com,Democratic Republic of the Congo,,red,Recruiting Manager,164170.51,3/31/2019,HR,58,3.6,4
59,Sutton,Heersma,43,sheersma1m@oakley.com,Argentina,4000,green,Speech Pathologist,109639.82,9/21/2009,Finance,59,47.4,1
60,Mable,Hasel,56,mhasel1n@answers.com,Chile,,blue,Assistant Media Planner,70658.4,9/19/2000,IT,60,4.1,2
61,Marillin,Reubens,27,mreubens1o@rediff.com,Philippines,1101,blue,Human Resources Manager,974382.56,8/15/2017,IT,61,9.1,2
62,Hyacinthia,McAnalley,76,hmcanalley1p@nifty.com,Indonesia,,red,Statistician III,426690.86,10/1/2006,Sales,62,9.0,4
63,Aurore,Preene,75,apreene1q@va.gov,Poland,86-010,green,Cost Accountant,52848.88,4/20/2015,Marketing,63,41.4,3
64,Olimpia,Spry,66,ospry1r@noaa.gov,China,,green,Librarian,815251.38,5/2/2013,Finance,64,45.8,2
65,Yard,Rostern,47,yrostern1s@imgur.com,Indonesia,,green,GIS Technical Architect,292750.18,4/12/2004,HR,65,25.6,5
66,Chloris,Towe,63,ctowe1t@nytimes.com,Poland,21-580,green,Librarian,68226.88,10/2/2008,Sales,66,22.1,4
67,Beverlee,Pumphreys,42,bpumphreys1u@flickr.com,Ireland,D17,red,Senior Quality Engineer,157728.93,4/2/2014,Finance,67,39.1,1
68,Gare,Oxx,63,goxx1v@jigsy.com,France,89010 CEDEX,green,Automation Specialist II,325423.7,10/27/2003,Sales,68,3.0,1
69,Eolande,Reveland,83,ereveland1w@sitemeter.com,Peru,,green,Nurse Practicioner,533624.71,12/13/2020,Sales,69,12.3,1
70,Rutledge,Neward,31,rneward1x@geocities.jp,Indonesia,,green,Operator,693550.75,4/25/2017,Sales,70,3.2,5
71,Stearne,Alwen,38,salwen1y@bandcamp.com,Guatemala,15006,blue,Physical Therapy Assistant,465848.92,11/8/2022,Finance,71,6.7,3
72,Portia,Jewess,35,pjewess1z@bigcartel.com,Indonesia,,green,Information Systems Manager,3317.59,9/2/2015,IT,72,23.9,2
73,Doralynn,Jarley,66,djarley20@bandcamp.com,Hungary,9404,red,Safety Technician II,671057.6,6/5/2018,Finance,73,27.8,3
74,Rolph,Fallows,51,rfallows21@spiegel.de,Poland,61-710,red,Administrative Officer,229290.05,5/22/2022,Finance,74,32.4,3
75,Basilio,Oertzen,66,boertzen22@yellowbook.com,China,,blue,Staff Accountant I,996404.25,4/8/2018,HR,75,44.3,1
76,Redd,Vanyashin,85,rvanyashin23@kickstarter.com,China,,blue,Executive Secretary,144711.44,9/27/2021,Finance,76,31.7,2
77,Morgan,Neicho,70,mneicho24@ucla.edu,Japan,298-0025,blue,Physical Therapy Assistant,27604.3,5/8/2013,Sales,77,2.8,3
78,Edgardo,Moorwood,43,emoorwood25@skyrock.com,Vanuatu,,blue,Account Coordinator,947044.21,9/24/2017,IT,78,28.3,2
79,Vail,Clewlow,44,vclewlow26@comcast.net,China,,blue,Quality Control Specialist,788063.14,3/2/2011,HR,79,12.2,4
80,Abbey,Piscot,43,apiscot27@yahoo.co.jp,China,,blue,Nurse,338058.74,5/24/2016,IT,80,31.5,1
81,Araldo,Faughny,43,afaughny28@patch.com,New Zealand,0245,green,Account Executive,104446.58,2/8/2006,IT,81,4.9,1
82,Glenine,Rottgers,44,grottgers29@mlb.com,Russia,404436,green,Payment Adjustment Coordinator,363031.53,9/13/2010,Finance,82,17.9,4
83,Gertrudis,Gynni,73,ggynni2a@pen.io,Poland,34-481,blue,Accounting Assistant IV,746191.12,6/5/2001,Marketing,83,4.6,2
84,Nedi,Pudney,76,npudney2b@virginia.edu,Sweden,403 20,blue,Business Systems Development Analyst,104270.66,1/29/2001,Marketing,84,6.4,2
85,Tyrone,Arnaudon,24,tarnaudon2c@ibm.com,China,,blue,Professor,855511.32,3/17/2010,Marketing,85,49.4,5
86,Felicdad,Tilsley,18,ftilsley2d@umich.edu,China,,red,Teacher,193753.99,6/27/2005,Marketing,86,19.1,1
87,Bjorn,Danilov,76,bdanilov2e@cam.ac.uk,China,,red,Director of Sales,581203.62,9/11/2010,Finance,87,8.7,2
88,Gizela,Balwin,47,gbalwin2f@usda.gov,Poland,98-231,blue,Mechanical Systems Engineer,710122.65,10/15/2008,Finance,88,22.5,5
89,Aristotle,Oldroyde,47,aoldroyde2g@twitpic.com,Bosnia and Herzegovina,,green,Safety Technician I,323194.58,9/16/2005,Finance,89,26.4,5
90,Marje,Nurcombe,36,mnurcombe2h@wufoo.com,Indonesia,,green,Media Manager I,791322.09,4/12/2009,Finance,90,1.0,5
91,Kaspar,Decourcy,66,kdecourcy2i@theguardian.com,Spain,07015,blue,Speech Pathologist,722151.86,4/15/2006,HR,91,46.3,5
92,Manon,Mickleburgh,84,mmickleburgh2j@wisc.edu,Israel,,green,Administrative Assistant I,658689.89,6/6/2012,HR,92,22.5,5
93,Shoshanna,Janosevic,53,sjanosevic2k@fastcompany.com,Gabon,,blue,Junior Executive,38900.08,1/11/2000,IT,93,28.1,3
94,Ofelia,Pilsworth,38,opilsworth2l@blogs.com,Russia,363731,green,Social Worker,957457.1,3/8/2009,IT,94,45.2,2
95,Orazio,Burnup,54,oburnup2m@shinystat.com,Norway,0371,red,Recruiter,526049.23,9/23/2009,IT,95,35.8,5
96,Arley,Gorling,22,agorling2n@1688.com,Croatia,31225,red,Speech Pathologist,340303.17,5/26/2001,IT,96,45.8,1
97,Granville,Flaherty,78,gflaherty2o@cdbaby.com,Poland,06-323,green,Administrative Officer,943232.24,5/24/2011,Sales,97,26.0,2
98,Yvonne,Leonarde,65,yleonarde2p@weibo.com,Indonesia,,red,Programmer Analyst III,59276.76,9/22/2002,Marketing,98,33.2,1
99,Tersina,Thorndycraft,30,tthorndycraft2q@mediafire.com,China,,blue,Software Test Engineer III,328742.79,5/13/2009,Sales,99,47.9,3
100,Madison,Shakeshaft,23,mshakeshaft2r@google.co.uk,Netherlands,2924,green,Quality Control Specialist,12670.0,6/16/2018,Sales,100,5.2,2
101,Auroora,Kohrs,60,akohrs2s@last.fm,Brazil,89120-000,red,Technical Writer,568788.64,11/14/2003,Sales,101,36.3,2
102,Hephzibah,Hoodlass,46,hhoodlass2t@ft.com,Indonesia,,red,Pharmacist,557315.62,7/29/2010,HR,102,50.0,3
103,Emmalyn,Fenimore,71,efenimore2u@wordpress.org,Spain,28020,blue,Occupational Therapist,716798.78,8/3/2012,HR,103,41.7,4
104,Morry,Bickerton,67,mbickerton2v@storify.com,Croatia,34330,green,Design Engineer,646413.42,4/21/2003,Sales,104,42.6,1
105,Casie,Luscombe,75,cluscombe2w@wp.com,Ukraine,,green,Engineer II,180163.57,4/10/2020,HR,105,34.0,2
106,Grete,Shelper,20,gshelper2x@blogs.com,China,,red,Assistant Professor,556345.5,6/27/2000,Marketing,106,25.5,2
107,Arnuad,Hesse,28,ahesse2y@instagram.com,China,,blue,Product Engineer,642637.36,5/11/2021,HR,107,7.1,5
108,Isabeau,Lockhurst,19,ilockhurst2z@nydailynews.com,China,,red,Director of Sales,428192.33,11/4/2001,Marketing,108,34.8,5
109,Josie,Thacker,85,jthacker30@weibo.com,China,,blue,VP Product Management,833699.29,4/9/2007,IT,109,28.3,1
110,Alexandra,Iorizzi,42,aiorizzi31@geocities.jp,Brazil,35550-000,green,Associate Professor,587886.46,9/7/2006,Sales,110,6.0,5
111,Kayla,Chanter,64,kchanter32@i2i.jp,Kazakhstan,,red,Occupational Therapist,686791.69,11/4/2001,HR,111,38.6,1
112,Sheeree,Gimlet,39,sgimlet33@bluehost.com,Philippines,1105,blue,Recruiter,51610.88,3/2/2005,Marketing,112,34.7,2
113,Winfield,Bleue,64,wbleue34@time.com,China,,red,Staff Accountant I,423019.48,8/7/2007,Sales,113,8.1,1
114,Alasteir,Rosenkrantz,32,arosenkrantz35@techcrunch.com,China,,red,Human Resources Assistant III,52766.16,3/9/2013,Finance,114,35.8,4
115,Fletcher,Lamar,35,flamar36@dedecms.com,China,,red,Systems Administrator IV,642760.24,7/21/2020,Sales,115,43.6,2
116,Lorita,Pash,66,lpash37@phpbb.com,Peru,,green,Budget/Accounting Analyst II,818237.22,2/1/2013,Sales,116,48.3,4
117,Massimo,Chittem,80,mchittem38@photobucket.com,Philippines,4332,blue,Product Engineer,166312.01,11/23/2019,HR,117,6.1,4
118,Jeth,Meader,75,jmeader39@spotify.com,China,,blue,Financial Analyst,714116.98,11/27/2017,Marketing,118,23.7,4
119,Ashien,Gristwood,69,agristwood3a@hao123.com,China,,red,Automation Specialist III,546523.98,7/5/2021,Finance,119,4.5,2
120,Angie,Herries,30,aherries3b@ow.ly,Greece,,blue,Tax Accountant,799603.11,11/30/2011,HR,120,5.3,3
121,Noah,Manon,57,nmanon3c@xing.com,Myanmar,,red,Environmental Tech,328480.34,9/29/2018,Sales,121,0.8,2
122,Fredrika,Farrey,62,ffarrey3d@toplist.cz,China,,green,VP Accounting,795297.03,8/29/2017,Marketing,122,27.5,2
123,Collie,Golborne,56,cgolborne3e@dell.com,Nicaragua,,blue,Research Assistant I,430653.45,2/14/2004,Finance,123,37.2,1
124,Kariotta,Perch,75,kperch3f@reddit.com,China,,red,Internal Auditor,878351.69,5/26/2022,Sales,124,16.1,3
125,Sharyl,Nelthrop,72,snelthrop3g@admin.ch,Tanzania,,green,Professor,319990.44,5/25/2015,Sales,125,11.2,4
126,Shep,Gerson,43,sgerson3h@nsw.gov.au,Indonesia,,green,Design Engineer,119702.88,8/29/2007,IT,126,35.3,1
127,Theresina,Spleving,25,tspleving3i@lulu.com,Poland,02-072,red,Payment Adjustment Coordinator,319096.23,3/5/2022,HR,127,13.6,5
128,Den,Silverthorn,68,dsilverthorn3j@webeden.co.uk,Indonesia,,red,Operator,321625.45,11/22/2005,HR,128,35.9,5
129,Tressa,Scowen,43,tscowen3k@liveinternet.ru,Indonesia,,blue,Cost Accountant,525470.58,9/7/2016,IT,129,22.7,1
130,Marcelline,McSaul,64,mmcsaul3l@tinyurl.com,Indonesia,,blue,Developer II,252040.63,2/15/2015,HR,130,26.8,5
131,Deborah,Clapison,34,dclapison3m@china.com.cn,Portugal,2580-164,red,Actuary,206050.16,12/23/2001,IT,131,23.5,2
132,Bernhard,Giamuzzo,19,bgiamuzzo3n@nationalgeographic.com,Czech Republic,798 45,blue,Accounting Assistant I,449883.08,10/21/2008,Finance,132,42.6,4
133,Debby,Gunson,46,dgunson3o@alexa.com,Sweden,434 23,blue,Senior Developer,624685.62,12/10/2002,Marketing,133,48.1,4
134,Orelle,Leathley,41,oleathley3p@yelp.com,China,,blue,Programmer III,833859.56,2/25/2018,HR,134,7.9,3
135,Neill,Pennicott,40,npennicott3q@nature.com,China,,green,Product Engineer,96345.11,6/20/2001,HR,135,19.3,4
136,Steffie,Hairon,56,shairon3r@wunderground.com,China,,green,Civil Engineer,168642.5,5/4/2002,Marketing,136,36.5,1
137,Prudence,Gashion,67,pgashion3s@networksolutions.com,Ghana,,blue,Junior Executive,352892.15,3/29/2003,IT,137,8.0,1
138,Marylin,Mailes,19,mmailes3t@sohu.com,Indonesia,,green,Media Manager II,112140.41,1/15/2001,Marketing,138,27.7,2
139,Malachi,Cartlidge,34,mcartlidge3u@home.pl,China,,red,Administrative Officer,949680.13,11/22/2000,HR,139,10.3,4
140,Lira,Ducastel,56,lducastel3v@miitbeian.gov.cn,South Africa,2519,red,Structural Analysis Engineer,603674.87,4/22/2021,Sales,140,5.3,5
141,Corey,Vasyunichev,36,cvasyunichev3w@wiley.com,China,,red,Legal Assistant,226919.82,2/3/2009,Marketing,141,15.3,5
142,Felice,Perrigo,37,fperrigo3x@usatoday.com,Philippines,6821,blue,Teacher,464048.45,10/14/2008,Marketing,142,1.0,2
143,Kasper,Beirne,61,kbeirne3y@baidu.com,United States,80044,blue,Mechanical Systems Engineer,777834.45,9/29/2016,HR,143,21.3,3
144,Griffie,Gosnay,58,ggosnay3z@mapquest.com,Poland,22-602,green,Operator,481170.7,11/3/2019,IT,144,0.8,4
145,Tybi,Haller,40,thaller40@nyu.edu,China,,red,Operator,73472.09,5/28/2003,HR,145,17.0,5
146,Clemmy,Furmston,53,cfurmston41@lycos.com,China,,blue,Information Systems Manager,893603.14,9/29/2014,Finance,146,46.6,1
147,Peria,Cundict,81,pcundict42@irs.gov,Bangladesh,7042,red,Programmer II,663679.35,12/16/2014,IT,147,9.2,1
148,Yvonne,Danton,51,ydanton43@privacy.gov.au,Philippines,2414,blue,Electrical Engineer,698843.69,7/9/2020,IT,148,6.7,1
149,Augustine,Penlington,55,apenlington44@comcast.net,North Korea,,red,Assistant Media Planner,593052.85,12/30/2010,Marketing,149,27.7,3
150,Ludvig,Naptin,51,lnaptin45@gmpg.org,Honduras,,blue,Database Administrator III,349375.94,11/22/2015,IT,150,41.8,1
151,Valera,Noddings,54,vnoddings46@so-net.ne.jp,Russia,353356,green,Research Nurse,119811.59,1/2/2010,HR,151,42.8,4
152,Hartley,Dilland,22,hdilland47@tumblr.com,Portugal,4910-597,blue,Dental Hygienist,938939.04,5/5/2018,HR,152,11.4,5
153,Sayre,Bullier,44,sbullier48@merriam-webster.com,Vietnam,,green,Assistant Media Planner,167045.89,8/10/2001,Finance,153,43.0,2
154,Catherina,Medforth,73,cmedforth49@trellian.com,Portugal,6185-175,blue,Clinical Specialist,204649.87,9/22/2004,Finance,154,26.5,2
155,Rhona,Hansemann,83,rhansemann4a@ca.gov,Kenya,,blue,Senior Quality Engineer,490122.88,8/19/2018,Sales,155,44.2,1
156,Avigdor,Greasley,29,agreasley4b@icio.us,Georgia,,red,Research Assistant I,316250.65,12/18/2011,Finance,156,49.5,2
157,Katuscha,Klimushev,48,kklimushev4c@1688.com,Angola,,red,Project Manager,857906.54,5/11/2005,Marketing,157,25.2,3
158,Gigi,Sharple,71,gsharple4d@macromedia.com,China,,blue,Clinical Specialist,290764.17,12/25/2013,Marketing,158,48.7,2
159,Alexei,Simons,60,asimons4e@taobao.com,Iran,,red,Teacher,78361.5,11/6/2017,Marketing,159,33.0,4
160,Caresse,Kapiloff,60,ckapiloff4f@youtube.com,Belarus,,blue,Administrative Officer,979236.22,6/30/2015,Sales,160,42.7,3
161,Jordana,Lunbech,75,jlunbech4g@businessweek.com,United States,20910,blue,Web Developer I,262230.45,5/16/2002,Finance,161,46.3,2
162,Chelsey,McCaghan,25,cmccaghan4h@exblog.jp,China,,red,Automation Specialist III,82598.63,2/7/2020,Marketing,162,49.6,3
163,Deva,Hinsche,19,dhinsche4i@unicef.org,Angola,,green,Nuclear Power Engineer,46060.91,9/4/2022,IT,163,13.2,2
164,Lenna,Lomath,50,llomath4j@independent.co.uk,China,,red,Software Test Engineer I,455919.94,3/19/2002,IT,164,11.9,3
165,Celene,Canceller,51,ccanceller4k@lycos.com,Papua New Guinea,,green,Social Worker,980354.41,4/29/2013,HR,165,24.3,1
166,Jaime,Gecks,72,jgecks4l@tumblr.com,Poland,32-830,blue,Assistant Professor,642198.82,5/14/2002,IT,166,9.5,3
167,Kerwinn,Serginson,27,kserginson4m@zimbio.com,China,,blue,Marketing Assistant,97672.57,6/20/2005,Sales,167,2.0,1
168,Obediah,Kinnear,20,okinnear4n@amazon.co.jp,Russia,216646,red,Account Coordinator,571768.43,6/25/2000,Marketing,168,49.4,3
169,Standford,McAree,27,smcaree4o@intel.com,Venezuela,,blue,Quality Control Specialist,577012.83,11/1/2010,Marketing,169,32.7,3
170,Ernestus,Marple,59,emarple4p@mapquest.com,France,57954 CEDEX,blue,VP Product Management,850583.94,7/28/2022,HR,170,41.8,3
171,Rosalie,Hulls,24,rhulls4q@wordpress.org,Indonesia,,red,Structural Engineer,367310.53,5/30/2005,Sales,171,47.1,3
172,Alister,Figg,65,afigg4r@usatoday.com,Philippines,5016,blue,Environmental Specialist,595594.27,8/2/2018,Marketing,172,2.3,1
173,Chrissy,Beig,69,cbeig4s@chicagotribune.com,Poland,19-305,blue,Clinical Specialist,238593.91,1/30/2012,Sales,173,1.8,4
174,Clerissa,McFadin,60,cmcfadin4t@telegraph.co.uk,Indonesia,,blue,Sales Associate,759090.54,3/23/2006,Finance,174,25.4,4
175,Joane,Jolin,85,jjolin4u@timesonline.co.uk,Germany,27576,green,Technical Writer,964750.72,4/29/2001,HR,175,39.9,2
176,Chase,Wallbrook,25,cwallbrook4v@google.cn,Cuba,,blue,Programmer II,233497.38,3/21/2005,Marketing,176,27.7,1
177,Arliene,Bernhardt,28,abernhardt4w@samsung.com,Poland,87-840,green,VP Marketing,577172.89,12/23/2001,Sales,177,36.1,3
178,Stefano,Braun,38,sbraun4x@hexun.com,Russia,403538,blue,Internal Auditor,379385.41,9/11/2018,Finance,178,6.5,2
179,Veronique,Calverley,55,vcalverley4y@wikia.com,Indonesia,,blue,Account Coordinator,405634.51,8/21/2012,HR,179,6.3,3
180,Chalmers,Strutt,31,cstrutt4z@umn.edu,Thailand,57000,green,Safety Technician II,664167.35,8/31/2013,Sales,180,27.4,4
181,Gloriana,Walewski,22,gwalewski50@unicef.org,Sweden,821 94,blue,Help Desk Operator,771762.02,9/20/2000,HR,181,46.8,5
182,Grannie,Nekrews,21,gnekrews51@dell.com,China,,green,Teacher,61282.53,1/30/2011,HR,182,28.7,3
183,Urbano,Hanvey,56,uhanvey52@hc360.com,Poland,37-560,green,Environmental Specialist,655546.82,1/28/2021,Finance,183,22.1,4
184,Devan,Pinkstone,58,dpinkstone53@dagondesign.com,Canada,S6J,green,Administrative Officer,129712.43,2/15/2012,HR,184,19.3,3
185,Linus,Proudlock,58,lproudlock54@ifeng.com,Indonesia,,red,Geological Engineer,62389.11,3/3/2011,HR,185,30.8,4
186,Terra,Faughnan,45,tfaughnan55@biblegateway.com,China,,red,Budget/Accounting Analyst I,867479.08,2/23/2006,Finance,186,7.4,4
187,Chandra,Belchamber,21,cbelchamber56@51.la,Portugal,4970-150,blue,Help Desk Operator,144549.11,1/20/2019,Sales,187,7.4,4
188,Elisha,Alwin,32,ealwin57@elpais.com,Mexico,62214,green,Nurse,443373.37,7/24/2002,Finance,188,31.5,1
189,Lira,Burgh,48,lburgh58@cnet.com,Iran,,blue,Editor,624751.8,4/29/2015,HR,189,15.9,4
190,Izak,Dubble,50,idubble59@netscape.com,Brazil,19300-000,blue,Pharmacist,896250.78,6/11/2016,Finance,190,19.4,4
191,Darn,Greenan,26,dgreenan5a@census.gov,United States,16522,blue,Internal Auditor,908154.99,11/19/2001,Sales,191,3.9,4
192,Cam,Barbrook,56,cbarbrook5b@ocn.ne.jp,Honduras,,green,VP Quality Control,565136.7,1/26/2005,Finance,192,17.0,2
193,Jolee,Hotson,59,jhotson5c@alibaba.com,China,,blue,Human Resources Assistant II,863995.46,1/3/2021,Marketing,193,47.6,2
194,Marcela,Rey,66,mrey5d@microsoft.com,Indonesia,,red,Automation Specialist III,945177.42,1/25/2009,Marketing,194,17.4,3
195,Cindi,Reedshaw,32,creedshaw5e@pagesperso-orange.fr,Iran,,green,Account Executive,504060.78,10/16/2022,Finance,195,35.5,5
196,Jodi,Turnock,57,jturnock5f@vimeo.com,Argentina,3116,green,Cost Accountant,984431.31,1/2/2004,Marketing,196,42.1,4
197,Sidonnie,Grieg,20,sgrieg5g@e-recht24.de,Croatia,53000,green,Research Associate,19155.23,1/12/2016,Marketing,197,17.4,3
198,Hewet,Kops,37,hkops5h@altervista.org,Australia,1191,blue,Executive Secretary,370724.58,3/2/2002,Sales,198,30.2,2
199,Waylon,Da Costa,59,wdacosta5i@domainmarket.com,China,,blue,GIS Technical Architect,969981.67,12/21/2022,Finance,199,39.3,4
200,Giulietta,Lumsdale,72,glumsdale5j@businessweek.com,China,,red,Developer III,609216.77,4/24/2013,Marketing,200,29.8,2
